time,ENV.pressure.Pa,ENV.temperature.K,PHOT.jbrcl.s-1,PHOT.jbro.s-1,PHOT.jbrono2_a.s-1,PHOT.jbrono2_b.s-1,PHOT.jccl4.s-1,PHOT.jcf2cl2.s-1,PHOT.jcf2clbr.s-1,PHOT.jcf3br.s-1,PHOT.jcfc113.s-1,PHOT.jcfc114.s-1,PHOT.jcfc115.s-1,PHOT.jcfcl3.s-1,PHOT.jch2br2.s-1,PHOT.jch2o_a.s-1,PHOT.jch2o_b.s-1,PHOT.jchbr3.s-1,PHOT.jch3ccl3.s-1,PHOT.jch3cl.s-1,PHOT.jch3ooh.s-1,PHOT.jch4_a.s-1,PHOT.jch4_b.s-1,PHOT.jcl2.s-1,PHOT.jcl2o2.s-1,PHOT.jclo.s-1,PHOT.jclono2_a.s-1,PHOT.jclono2_b.s-1,PHOT.jco2.s-1,PHOT.jh2402.s-1,PHOT.jh2o_a.s-1,PHOT.jh2o_b.s-1,PHOT.jh2o_c.s-1,PHOT.jhbr.s-1,PHOT.jhcfc141b.s-1,PHOT.jhcfc142b.s-1,PHOT.jhcfc22.s-1,PHOT.jhcl.s-1,PHOT.jhno3.s-1,PHOT.jho2no2_a.s-1,PHOT.jho2no2_b.s-1,PHOT.jhobr.s-1,PHOT.jhocl.s-1,PHOT.jn2o.s-1,PHOT.jn2o5_a.s-1,PHOT.jn2o5_b.s-1,PHOT.jno.s-1,PHOT.jno3_a.s-1,PHOT.jno3_b.s-1,PHOT.jo2_a.s-1,PHOT.jo2_b.s-1,PHOT.jo3_a.s-1,PHOT.jo3_b.s-1,PHOT.joclo.s-1,PHOT.jno2.s-1,PHOT.jch3br.s-1,PHOT.jh2o2.s-1,,
84600,5201.590993,214.5958,0.01486986,0.05765145,0.000544094,0.001332091,7.26E-09,4.88E-10,2.29E-08,1.75E-09,6.76E-10,4.66E-11,3.54E-12,4.64E-09,2.94E-08,4.67E-05,9.85E-05,1.75E-06,6.68E-09,1.10E-10,7.94E-06,0.00E+00,0.00E+00,0.003521298,0.002709312,0.000248791,4.69E-05,8.96E-06,1.35E-15,1.81E-08,1.47E-14,0.00E+00,0.00E+00,1.22E-08,1.07E-09,7.88E-12,2.08E-12,1.86E-10,6.53E-07,1.84E-06,1.72E-05,0.0032199,0.000417579,2.42E-10,2.51E-05,7.41E-08,2.81E-14,0.2333061,0.01030735,0.00E+00,9.19E-14,3.33E-05,0.000537211,0.100311,0.01313936,8.82E-09,8.51E-06,,
86400,5201.590993,214.5339,0.01418571,0.05339649,0.000509389,0.001247124,1.64E-09,1.05E-10,8.57E-09,3.93E-10,1.50E-10,1.02E-11,7.89E-13,1.05E-09,6.56E-09,4.04E-05,9.11E-05,1.41E-06,1.51E-09,2.42E-11,7.07E-06,0.00E+00,0.00E+00,0.003288302,0.002486365,0.000187844,4.32E-05,7.72E-06,1.62E-16,6.12E-09,1.32E-15,0.00E+00,0.00E+00,2.75E-09,2.37E-10,1.69E-12,4.53E-13,4.14E-11,4.93E-07,1.55E-06,1.60E-05,0.003033902,0.000383551,5.38E-11,2.17E-05,1.74E-08,7.36E-16,0.2218599,0.009778508,0.00E+00,2.05E-14,2.26E-05,0.000503872,0.09496506,0.01245034,1.98E-09,7.47E-06,,
88200,5201.590993,214.4747,0.01347458,0.04814874,0.000469234,0.001148815,3.86E-10,1.70E-11,4.09E-09,9.77E-11,2.86E-11,1.79E-12,1.57E-13,2.20E-10,1.59E-09,3.27E-05,8.19E-05,1.06E-06,3.26E-10,4.40E-12,6.02E-06,0,0,0.003007296,0.002221117,0.000121149,3.88E-05,6.26E-06,4.26E-18,2.71E-09,2.04E-17,0,0,6.31E-10,4.40E-11,2.75E-13,8.36E-14,8.16E-12,3.44E-07,1.22E-06,1.47E-05,0.002824744,0.000342425,1.03E-11,1.75E-05,4.62E-09,1.15E-18,0.2118113,0.009270809,0,4.89E-15,1.24E-05,0.000471992,0.08883482,0.0116618,4.74E-10,6.21E-06,,
90000,5201.590993,214.4221,0.01197889,0.03911976,0.000398374,0.00097533,2.00E-10,7.59E-12,2.01E-09,5.14E-11,1.37E-11,8.31E-13,7.65E-14,1.09E-10,8.19E-10,2.21E-05,6.62E-05,6.70E-07,1.64E-10,2.07E-12,4.52E-06,0,0,0.002505871,0.001795126,5.56E-05,3.18E-05,4.41E-06,2.27E-21,1.37E-09,3.41E-21,0,0,3.23E-10,2.09E-11,1.23E-13,3.96E-14,3.96E-12,1.98E-07,8.28E-07,1.31E-05,0.002434501,0.000275426,4.95E-12,1.23E-05,2.48E-09,9.50E-25,0.1887495,0.008239955,0,2.55E-15,5.16E-06,0.000409953,0.0769282,0.01012258,2.47E-10,4.51E-06,,
91800,5201.590993,214.3707,0.009969177,0.02634568,0.000302975,0.000741766,9.00E-11,3.41E-12,5.22E-10,2.32E-11,6.16E-12,3.73E-13,3.44E-14,4.91E-11,3.70E-10,9.72E-06,4.38E-05,2.72E-07,7.36E-11,9.27E-13,2.65E-06,0,0,0.001796707,0.00123238,8.27E-06,2.27E-05,2.31E-06,5.09E-32,3.92E-10,1.44E-33,0,0,1.46E-10,9.37E-12,5.52E-14,1.78E-14,1.78E-12,6.98E-08,4.00E-07,1.14E-05,0.00190456,0.000185763,2.22E-12,6.45E-06,1.11E-09,0.00E+00,0.1600041,0.007017568,0,1.15E-15,1.23E-06,0.000339184,0.06001639,0.007931763,1.11E-10,2.46E-06,,
93600,5201.590993,214.3319,0.000824675,0.000486638,1.68E-05,4.11E-05,9.86E-12,3.93E-13,2.89E-11,2.51E-12,7.02E-13,4.26E-14,3.88E-15,5.53E-12,3.97E-11,1.10E-07,7.44E-07,3.70E-09,8.23E-12,1.06E-13,4.28E-08,0,0,5.48E-05,4.01E-05,1.76E-07,6.96E-07,3.46E-08,0.00E+00,2.26E-11,0.00E+00,0,0,1.60E-11,1.07E-12,6.30E-15,2.01E-15,2.02E-13,9.83E-10,5.55E-09,9.84E-06,0.000130515,4.52E-06,2.52E-13,1.05E-07,1.23E-10,0.00E+00,0.04292051,0.002695558,0,1.25E-16,2.52E-08,0.000115265,0.002313563,0.000270792,1.21E-11,3.63E-08,,
95400,5201.590993,214.2898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
97200,5201.590993,214.2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
99000,5201.590993,214.2467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
100800,5201.590993,214.2442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
102600,5201.590993,214.2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
104400,5201.590993,214.2838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
106200,5201.590993,214.3244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
108000,5201.590993,214.3697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
109800,5201.590993,214.4174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
111600,5201.590993,214.4586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
113400,5201.590993,214.4956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
115200,5201.590993,214.5245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
117000,5201.590993,214.5439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
118800,5201.590993,214.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
120600,5201.590993,214.5491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
122400,5201.590993,214.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
124200,5201.590993,214.505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
126000,5201.590993,214.4669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
127800,5201.590993,214.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
129600,5201.590993,214.3746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
131400,5201.590993,214.3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
133200,5201.590993,214.2711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
135000,5201.590993,214.2215,1.17E-05,3.15E-05,3.48E-07,8.53E-07,5.46E-13,1.95E-14,1.85E-12,1.44E-13,3.56E-14,2.15E-15,2.01E-16,2.87E-13,2.34E-12,9.42E-09,5.23E-08,3.03E-10,4.35E-13,5.34E-15,3.03E-09,0,0,2.14E-06,1.44E-06,1.64E-08,2.69E-08,2.60E-09,0,1.40E-12,0,0,0,8.81E-13,5.43E-14,3.19E-16,1.04E-16,1.03E-14,8.25E-11,4.39E-10,9.82E-06,2.23E-06,2.17E-07,1.29E-14,7.16E-09,6.75E-12,0,0.000751813,0.000107488,0,7.10E-18,2.21E-09,4.27E-06,7.12E-05,9.54E-06,6.86E-13,2.76E-09,,
136800,5201.590993,214.1781,0.007975042,0.01788549,0.000229049,0.000560775,5.84E-11,2.21E-12,2.42E-10,1.51E-11,4.00E-12,2.42E-13,2.23E-14,3.18E-11,2.40E-10,4.90E-06,2.92E-05,1.41E-07,4.77E-11,6.02E-13,1.67E-06,0,0,0.001285516,0.000868064,2.24E-06,1.65E-05,1.38E-06,0.00E+00,1.87E-10,0.00E+00,0,0,9.44E-11,6.08E-12,3.58E-14,1.15E-14,1.15E-12,3.38E-08,2.26E-07,1.07E-05,0.001462372,0.000128925,1.44E-12,3.85E-06,7.23E-10,0.00E+00,0.1271206,0.005541647,0,7.45E-16,5.95E-07,0.000268936,0.04565373,0.0060475,7.22E-11,1.49E-06,,
138600,5201.590993,214.1487,0.01154442,0.03591876,0.000375256,0.00091873,1.58E-10,6.00E-12,1.41E-09,4.08E-11,1.08E-11,6.57E-13,6.06E-14,8.65E-11,6.48E-10,1.84E-05,6.06E-05,5.38E-07,1.30E-10,1.63E-12,3.99E-06,0,0,0.002332721,0.001649146,3.57E-05,2.95E-05,3.78E-06,2.18E-23,9.93E-10,1.62E-23,0,0,2.56E-10,1.65E-11,9.73E-14,3.13E-14,3.13E-12,1.52E-07,6.95E-07,1.26E-05,0.002310277,0.000252166,3.91E-12,1.06E-05,1.96E-09,1.43E-28,0.1833622,0.008017695,0,2.02E-15,3.29E-06,0.000394463,0.0730381,0.009620427,1.96E-10,3.92E-06,,
140400,5201.590993,214.1352,0.01347486,0.04653021,0.000461094,0.001128885,3.13E-10,1.24E-11,3.40E-09,8.00E-11,2.20E-11,1.35E-12,1.22E-13,1.73E-10,1.29E-09,3.00E-05,7.90E-05,9.54E-07,2.59E-10,3.33E-12,5.68E-06,0,0,0.002932076,0.002144839,0.000100351,3.76E-05,5.79E-06,7.00E-19,2.26E-09,2.60E-18,0,0,5.07E-10,3.36E-11,2.01E-13,6.36E-14,6.32E-12,3.01E-07,1.12E-06,1.43E-05,0.00279126,0.000330101,7.93E-12,1.62E-05,3.84E-09,4.48E-20,0.2147798,0.009433543,0,3.97E-15,9.93E-06,0.000474744,0.08778184,0.01152987,3.85E-10,5.80E-06,,
142200,5201.590993,214.1471,0.01459733,0.05328918,0.000515367,0.00126176,1.19E-09,6.53E-11,7.16E-09,2.91E-10,9.92E-11,6.52E-12,5.31E-13,7.22E-10,4.80E-09,3.89E-05,9.07E-05,1.33E-06,1.05E-09,1.57E-11,6.92E-06,0.00E+00,0.00E+00,0.003305936,0.002479534,0.000169718,4.31E-05,7.42E-06,6.40E-17,4.98E-09,4.60E-16,0.00E+00,0.00E+00,1.97E-09,1.55E-10,1.05E-12,2.96E-13,2.78E-11,4.52E-07,1.48E-06,1.57E-05,0.003087085,0.000382098,3.56E-11,2.06E-05,1.33E-08,1.45E-16,0.2328901,0.01025224,0.00E+00,1.49E-14,1.97E-05,0.000525136,0.09656566,0.01266419,1.44E-09,7.24E-06,,
144000,5201.590993,214.1606,0.01587062,0.05962548,0.00057063,0.001397059,4.71E-09,3.17E-10,1.69E-08,1.13E-09,4.40E-10,3.03E-11,2.31E-12,3.02E-09,1.90E-08,4.70E-05,0.000101666,1.70E-06,4.35E-09,7.17E-11,8.07E-06,0.00E+00,0.00E+00,0.003667968,0.002801669,0.00023846,4.85E-05,8.97E-06,7.80E-16,1.29E-08,7.93E-15,0.00E+00,0.00E+00,7.94E-09,6.98E-10,5.11E-12,1.35E-12,1.21E-10,6.19E-07,1.83E-06,1.71E-05,0.0033963,0.000431469,1.57E-10,2.48E-05,4.81E-08,1.10E-14,0.2557053,0.01130324,0.00E+00,5.94E-14,3.07E-05,0.000584558,0.105651,0.01384136,5.71E-09,8.59E-06,,
145800,5201.590993,214.1762,0.01646283,0.06321482,0.000600612,0.001470463,1.34E-08,9.73E-10,3.78E-08,3.20E-09,1.30E-09,9.13E-11,6.79E-12,8.76E-09,5.40E-08,5.26E-05,0.000107923,2.05E-06,1.25E-08,2.15E-10,8.85E-06,0.00E+00,0.00E+00,0.003864811,0.002996162,0.000297894,5.18E-05,1.01E-05,3.73E-15,3.08E-08,4.70E-14,0.00E+00,0.00E+00,2.27E-08,2.08E-09,1.57E-11,4.05E-12,3.56E-10,7.95E-07,2.11E-06,1.82E-05,0.003556634,0.00046083,4.65E-10,2.79E-05,1.31E-07,1.52E-13,0.2661465,0.01178653,0.00E+00,1.70E-13,4.20E-05,0.000614894,0.1101776,0.01442481,1.62E-08,9.53E-06,,
147600,5201.590993,214.1852,0.01729336,0.0672239,0.000636775,0.001559,2.59E-08,2.03E-09,6.72E-08,6.18E-09,2.64E-09,1.88E-10,1.37E-11,1.73E-08,1.05E-07,5.82E-05,0.000114855,2.42E-06,2.47E-08,4.40E-10,9.65E-06,0.00E+00,0.00E+00,0.004094378,0.003210567,0.000354847,5.54E-05,1.13E-05,1.07E-14,5.65E-08,1.55E-13,0.00E+00,0.00E+00,4.44E-08,4.23E-09,3.26E-11,8.28E-12,7.16E-10,9.93E-07,2.39E-06,1.94E-05,0.003758031,0.000493103,9.37E-10,3.10E-05,2.44E-07,8.54E-13,0.281803,0.01251526,0.00E+00,3.31E-13,5.31E-05,0.00065598,0.1159571,0.01517356,3.15E-08,1.05E-05,,
149400,5201.590993,214.1887,0.01767631,0.06939334,0.00065575,0.001605457,4.57E-08,3.53E-09,1.14E-07,1.10E-08,4.58E-09,3.26E-10,2.38E-11,3.02E-08,1.89E-07,6.19E-05,0.000118645,2.77E-06,4.31E-08,7.65E-10,1.02E-05,0.00E+00,0.00E+00,0.004214396,0.003333901,0.000398023,5.76E-05,1.21E-05,2.22E-14,9.69E-08,3.56E-13,0.00E+00,0.00E+00,7.82E-08,7.35E-09,5.67E-11,1.45E-11,1.25E-09,1.20E-06,2.61E-06,2.02E-05,0.003859678,0.000511334,1.63E-09,3.30E-05,4.32E-07,2.76E-12,0.2889337,0.01284822,0.00E+00,5.90E-13,6.26E-05,0.000676362,0.1187698,0.0155365,5.59E-08,1.11E-05,,
151200,5201.590993,214.1819,0.01818397,0.07176128,0.000677776,0.001659383,6.60E-08,5.12E-09,1.62E-07,1.60E-08,6.62E-09,4.73E-10,3.44E-11,4.35E-08,2.75E-07,6.54E-05,0.000122747,3.12E-06,6.20E-08,1.11E-09,1.07E-05,0.00E+00,0.00E+00,0.004350565,0.003465634,0.000438131,5.99E-05,1.28E-05,3.71E-14,1.38E-07,6.37E-13,0.00E+00,0.00E+00,1.13E-07,1.06E-08,8.25E-11,2.10E-11,1.80E-09,1.40E-06,2.82E-06,2.10E-05,0.003982107,0.000530843,2.35E-09,3.50E-05,6.19E-07,6.20E-12,0.2988983,0.01331555,0.00E+00,8.55E-13,7.14E-05,0.000702497,0.1222241,0.01598407,8.08E-08,1.17E-05,,
153000,5201.590993,214.1555,0.01844553,0.07303252,0.000689614,0.001688366,8.61E-08,6.65E-09,2.10E-07,2.10E-08,8.58E-09,6.14E-10,4.47E-11,5.63E-08,3.63E-07,6.74E-05,0.00012496,3.40E-06,8.04E-08,1.44E-09,1.10E-05,0.00E+00,0.00E+00,0.004422861,0.00353905,0.000463783,6.12E-05,1.33E-05,5.27E-14,1.79E-07,9.50E-13,0.00E+00,0.00E+00,1.47E-07,1.38E-08,1.07E-10,2.73E-11,2.34E-09,1.57E-06,2.96E-06,2.16E-05,0.004046954,0.000541572,3.04E-09,3.62E-05,8.09E-07,1.07E-11,0.3041335,0.01356241,0.00E+00,1.12E-12,7.74E-05,0.000716585,0.1240173,0.01621603,1.06E-07,1.21E-05,,
154800,5201.590993,214.1082,0.01874562,0.07435111,0.000702268,0.001719346,1.03E-07,7.90E-09,2.52E-07,2.53E-08,1.02E-08,7.30E-10,5.33E-11,6.72E-08,4.39E-07,6.94E-05,0.000127242,3.65E-06,9.61E-08,1.71E-09,1.12E-05,0.00E+00,0.00E+00,0.004499565,0.003613626,0.000487241,6.26E-05,1.38E-05,6.60E-14,2.15E-07,1.23E-12,0.00E+00,0.00E+00,1.77E-07,1.64E-08,1.27E-10,3.25E-11,2.78E-09,1.72E-06,3.09E-06,2.21E-05,0.004117759,0.000552517,3.62E-09,3.73E-05,9.79E-07,1.51E-11,0.3102129,0.01384882,0.00E+00,1.36E-12,8.29E-05,0.000732272,0.1260053,0.01647382,1.28E-07,1.25E-05,,
156600,5201.590993,214.0441,0.0185456,0.07390243,0.000696736,0.001705802,1.11E-07,8.52E-09,2.68E-07,2.71E-08,1.10E-08,7.86E-10,5.72E-11,7.20E-08,4.70E-07,6.93E-05,0.000126512,3.72E-06,1.03E-07,1.84E-09,1.12E-05,0.00E+00,0.00E+00,0.004467562,0.003594236,0.000490843,6.23E-05,1.38E-05,7.41E-14,2.30E-07,1.40E-12,0.00E+00,0.00E+00,1.89E-07,1.76E-08,1.37E-10,3.50E-11,2.99E-09,1.77E-06,3.11E-06,2.21E-05,0.004081765,0.000549474,3.89E-09,3.73E-05,1.04E-06,1.80E-11,0.30601,0.01365238,0.00E+00,1.45E-12,8.41E-05,0.000723508,0.1248874,0.01632675,1.36E-07,1.25E-05,,
158400,5201.590993,213.9656,0.01827883,0.07316031,0.000688367,0.001685313,1.12E-07,8.62E-09,2.71E-07,2.74E-08,1.11E-08,7.95E-10,5.79E-11,7.28E-08,4.75E-07,6.88E-05,0.000125274,3.71E-06,1.04E-07,1.86E-09,1.11E-05,0.00E+00,0.00E+00,0.004418511,0.003557971,0.000488833,6.16E-05,1.37E-05,7.52E-14,2.32E-07,1.42E-12,0.00E+00,0.00E+00,1.91E-07,1.78E-08,1.39E-10,3.54E-11,3.02E-09,1.77E-06,3.09E-06,2.21E-05,0.004029957,0.00054397,3.93E-09,3.70E-05,1.05E-06,1.84E-11,0.3004363,0.01339126,0.00E+00,1.47E-12,8.40E-05,0.00071119,0.123329,0.01612257,1.38E-07,1.24E-05,,
160200,5201.590993,213.8803,0.01821434,0.07286888,0.000685561,0.001678442,1.06E-07,8.13E-09,2.57E-07,2.59E-08,1.05E-08,7.50E-10,5.47E-11,6.88E-08,4.49E-07,6.83E-05,0.000124767,3.64E-06,9.85E-08,1.76E-09,1.10E-05,0.00E+00,0.00E+00,0.004401708,0.003540935,0.000482829,6.13E-05,1.36E-05,6.91E-14,2.20E-07,1.29E-12,0.00E+00,0.00E+00,1.81E-07,1.68E-08,1.31E-10,3.34E-11,2.86E-09,1.72E-06,3.06E-06,2.19E-05,0.004014437,0.000541497,3.71E-09,3.67E-05,9.98E-07,1.62E-11,0.2990962,0.01332783,0.00E+00,1.39E-12,8.25E-05,0.000707667,0.1229011,0.01606717,1.31E-07,1.23E-05,,
162000,5201.590993,213.793,0.01798534,0.07187985,0.000675988,0.001655005,9.18E-08,7.07E-09,2.23E-07,2.24E-08,9.13E-09,6.53E-10,4.75E-11,5.99E-08,3.88E-07,6.69E-05,0.000123057,3.44E-06,8.56E-08,1.53E-09,1.08E-05,0.00E+00,0.00E+00,0.004343987,0.003484785,0.000465094,6.03E-05,1.32E-05,5.71E-14,1.91E-07,1.04E-12,0.00E+00,0.00E+00,1.57E-07,1.47E-08,1.14E-10,2.90E-11,2.48E-09,1.61E-06,2.96E-06,2.15E-05,0.003960759,0.000533269,3.23E-09,3.59E-05,8.65E-07,1.21E-11,0.2944036,0.01310637,0.00E+00,1.20E-12,7.83E-05,0.000695611,0.1213965,0.01587205,1.13E-07,1.20E-05,,
163800,5201.590993,213.7048,0.01779358,0.07082064,0.000666436,0.001631618,7.21E-08,5.60E-09,1.76E-07,1.75E-08,7.23E-09,5.17E-10,3.76E-11,4.74E-08,3.01E-07,6.50E-05,0.0001212,3.17E-06,6.77E-08,1.21E-09,1.06E-05,0.00E+00,0.00E+00,0.004285365,0.003421774,0.000440326,5.91E-05,1.28E-05,4.18E-14,1.50E-07,7.30E-13,0.00E+00,0.00E+00,1.23E-07,1.16E-08,9.01E-11,2.29E-11,1.97E-09,1.44E-06,2.82E-06,2.10E-05,0.003909862,0.00052412,2.56E-09,3.48E-05,6.76E-07,7.44E-12,0.290573,0.01292485,0.00E+00,9.36E-13,7.24E-05,0.000684669,0.1200238,0.01569514,8.84E-08,1.17E-05,,
165600,5201.590993,213.6091,0.01720911,0.06843141,0.000643115,0.001574522,5.18E-08,4.01E-09,1.28E-07,1.25E-08,5.20E-09,3.71E-10,2.70E-11,3.42E-08,2.14E-07,6.18E-05,0.00011709,2.84E-06,4.88E-08,8.69E-10,1.01E-05,0.00E+00,0.00E+00,0.004143853,0.003290673,0.00040483,5.68E-05,1.21E-05,2.64E-14,1.09E-07,4.33E-13,0.00E+00,0.00E+00,8.85E-08,8.34E-09,6.45E-11,1.64E-11,1.41E-09,1.25E-06,2.63E-06,2.03E-05,0.003776971,0.000504698,1.85E-09,3.30E-05,4.88E-07,3.62E-12,0.2787155,0.01236706,0.00E+00,6.69E-13,6.46E-05,0.000655018,0.1162329,0.01520269,6.33E-08,1.11E-05,,
167400,5201.590993,213.507,0.01666156,0.06585359,0.000619227,0.001516037,3.20E-08,2.47E-09,8.15E-08,7.67E-09,3.22E-09,2.29E-10,1.67E-11,2.12E-08,1.31E-07,5.79E-05,0.000112623,2.48E-06,3.02E-08,5.37E-10,9.54E-06,0.00E+00,0.00E+00,0.003995947,0.003147265,0.000361053,5.43E-05,1.12E-05,1.37E-14,6.88E-08,2.06E-13,0.00E+00,0.00E+00,5.47E-08,5.16E-09,3.97E-11,1.01E-11,8.76E-10,1.04E-06,2.40E-06,1.94E-05,0.003644386,0.000483441,1.14E-09,3.08E-05,3.02E-07,1.27E-12,0.2679366,0.0118607,0.00E+00,4.10E-13,5.51E-05,0.000626641,0.1124983,0.01471904,3.90E-08,1.04E-05,,
169200,5201.590993,213.4098,0.01589522,0.06236232,0.000586472,0.001435846,1.63E-08,1.24E-09,4.45E-08,3.89E-09,1.64E-09,1.16E-10,8.51E-12,1.09E-08,6.57E-08,5.31E-05,0.000106561,2.10E-06,1.55E-08,2.72E-10,8.85E-06,0.00E+00,0.00E+00,0.003793909,0.002958612,0.000310267,5.09E-05,1.02E-05,5.40E-15,3.68E-08,7.13E-14,0.00E+00,0.00E+00,2.79E-08,2.62E-09,2.00E-11,5.11E-12,4.47E-10,8.33E-07,2.14E-06,1.84E-05,0.003462814,0.000455204,5.83E-10,2.77E-05,1.56E-07,2.78E-13,0.2529042,0.0110827,0.00E+00,2.07E-13,4.47E-05,0.000588133,0.1073097,0.01404645,1.97E-08,9.56E-06,,
171000,5201.590993,213.3163,0.01557124,0.05948469,0.000564832,0.001382864,7.32E-09,4.93E-10,2.33E-08,1.78E-09,6.81E-10,4.69E-11,3.58E-12,4.68E-09,2.97E-08,4.79E-05,0.000101488,1.78E-06,6.74E-09,1.11E-10,8.16E-06,0.00E+00,0.00E+00,0.003644515,0.002800212,0.000253934,4.83E-05,9.15E-06,1.38E-15,1.83E-08,1.51E-14,0.00E+00,0.00E+00,1.24E-08,1.08E-09,7.92E-12,2.09E-12,1.87E-10,6.61E-07,1.89E-06,1.74E-05,0.003354076,0.000431263,2.43E-10,2.49E-05,7.47E-08,2.83E-14,0.2484694,0.01088634,0.00E+00,9.27E-14,3.39E-05,0.000571167,0.1043049,0.01366205,8.90E-09,8.72E-06,,
